학교명,학교급,구,동,학생수,lat,lon,_지표1_원,_지표2_원,_지표3_원,_지표4_원,_지표5_원,영향사업수,영향사업목록,지표1_임박도,지표2_학생유입,지표3_수용여석,지표4_외곽성,지표5_트램접근성,종합점수,순위,점수설명
대전태평중학교,중,중구,태평1동,532,36.3294894,127.3973928,2.4,571.76,532,1915.4381235599558,1242.5780785512193,10,용두동2(2_관리처분); 태평동2(4_조합설립); 오류동1(3_사업시행); 가장동1(6_입안); 태평동3(6_입안); 태평동5(2_관리처분); 태평동6(9_미정); 태평동7(9_미정); 태평동8(9_미정); 삼부4(9_미정),0.4528301886792453,0.1302088315000797,0.3287413901064496,0.15203192775547286,0.0,0.2855,45,임박도=0.151 | 학생유입=0.036 | 수용여석=0.073 | 외곽성=0.025
대전태평초등학교,초,중구,태평2동,415,36.3229254,127.3950265,1.9500000000000002,1182.96,415,2074.847365039479,603.3369114185074,10,태평동2(4_조합설립); 오류동1(3_사업시행); 유천동1(5_초기); 도마·변동2(4_조합설립); 태평동3(6_입안); 태평동5(2_관리처분); 태평동6(9_미정); 태평동7(9_미정); 태평동8(9_미정); 삼부4(9_미정),0.3679245283018868,0.2693994671039147,0.25547902316844084,0.1651209291467682,0.0,0.2818,46,임박도=0.123 | 학생유입=0.075 | 수용여석=0.057 | 외곽성=0.028
대전목양초등학교,초,중구,목동,602,36.3367275,127.4048004,1.85,920.1599999999999,602,1759.4214270623331,1802.9864936656027,4,용두동2(2_관리처분); 용문동4(6_입안); 중촌시영(9_미정); 용문동1·2·3(1_공사중),0.34905660377358494,0.20955113752818194,0.3725735754539762,0.13922148628690217,0.0,0.2805,47,임박도=0.116 | 학생유입=0.058 | 수용여석=0.083 | 외곽성=0.023
대전석교초등학교,초,중구,석교동,163,36.3086634,127.4462254,2.0,1425.24,163,3114.977859605951,1405.7675561575143,6,호동(4_조합설립); 문창석교1(5_초기); 옥계동3(6_입안); 석교동(6_입안); 가오동1(3_사업시행); 가오동2(1_공사중),0.37735849056603776,0.32457470793195325,0.09768315591734503,0.2505254475056242,0.0,0.2794,48,임박도=0.126 | 학생유입=0.090 | 수용여석=0.022 | 외곽성=0.042
대전여자중학교,중,중구,대흥동,469,36.3248732,127.4263304,2.7,548.64,469,747.8397873498658,820.8557616091483,5,대흥동1(4_조합설립); 대흥2(1_공사중); 선화1-A(5_초기); 선화2(2_관리처분); 은행1(3_사업시행),0.5094339622641509,0.12494363599098174,0.28929242329367566,0.05616109802637523,0.0,0.2781,49,임박도=0.170 | 학생유입=0.035 | 수용여석=0.064 | 외곽성=0.009
대전보운초등학교,초,중구,부사동,115,36.3143908,127.4318082,2.6,1183.6799999999998,115,1709.1127388761818,448.3642676016191,8,대사동1(3_사업시행); 대사동4(9_미정); 대흥동1(4_조합설립); 대흥2(1_공사중); 부사동4(3_사업시행); 부사동5(9_미정); 문창동2(4_조합설립); 문창석교1(5_초기),0.4905660377358491,0.2695634351301496,0.06762680025046963,0.13509066875367048,0.10327146479676186,0.2759,50,임박도=0.164 | 학생유입=0.075 | 수용여석=0.015 | 외곽성=0.023
대전문창초등학교,초,중구,부사동,117,36.3173655,127.4338246,2.6,1183.6799999999998,117,1653.7012777480957,106.55940140488546,7,대사동1(3_사업시행); 대흥동1(4_조합설립); 대흥2(1_공사중); 부사동4(3_사업시행); 부사동5(9_미정); 문창동2(4_조합설립); 문창석교1(5_초기),0.4905660377358491,0.2695634351301496,0.06887914840325611,0.1305408654607893,0.7868811971902291,0.2755,51,임박도=0.164 | 학생유입=0.075 | 수용여석=0.015 | 외곽성=0.022
대전도마중학교,중,서구,도마2동,174,36.3188315,127.3718715,2.5,1220.1599999999999,174,1362.648466905214,1337.95441983708,8,도마·변동4(3_사업시행); 도마·변동5(3_사업시행); 도마·변동6-1(4_조합설립); 도마·변동12(3_사업시행); 도마·변동13(3_사업시행); 도마·변동16(4_조합설립); 변동B(6_입안); 도마동1(6_입안),0.4716981132075472,0.2778711484593837,0.10457107075767064,0.10664268609110546,0.0,0.2754,52,임박도=0.157 | 학생유입=0.077 | 수용여석=0.023 | 외곽성=0.018
대전탄방초등학교용문분교장,초,서구,용문동,493,36.3409359,127.3975163,1.85,920.1599999999999,493,2094.352104716608,1514.7206525171098,3,용두동2(2_관리처분); 용문동4(6_입안); 용문동1·2·3(1_공사중),0.34905660377358494,0.20955113752818194,0.30432060112711334,0.16672245213502979,0.0,0.27,53,임박도=0.116 | 학생유입=0.058 | 수용여석=0.068 | 외곽성=0.028
한밭초등학교,초,서구,둔산1동,1604,36.3545007,127.3941584,0.0,0.0,1604,3373.88268562866,174.18770338443207,0,,0.0,0.0,1.0,0.27178397427967965,0.6516245932311359,0.2675,54,임박도=0.000 | 학생유입=0.000 | 수용여석=0.222 | 외곽성=0.045
우송중학교,중,동구,자양동,189,36.3348585,127.4433667,3.0,610.0,189,595.5124226858787,638.1871263149164,6,대동4·8(3_사업시행); 중앙1(2_관리처분); 대전역복합2(3_사업시행); 대전역삼성4(2_관리처분); 신안1(5_초기); 가양동1(4_조합설립),0.5660377358490566,0.1389173555601102,0.11396368190356919,0.04365358547870784,0.0,0.2599,55,임박도=0.189 | 학생유입=0.039 | 수용여석=0.025 | 외곽성=0.007
대전가오중학교,중,동구,효동,531,36.3085690,127.4570942,1.95,283.03999999999996,531,3000.0998670925383,2217.029582669454,5,판암2(5_초기); 호동(4_조합설립); 옥계동4(6_입안); 가오동1(3_사업시행); 가오동2(1_공사중),0.3679245283018868,0.06445765297989113,0.32811521603005633,0.2410928814267597,0.0,0.2536,56,임박도=0.123 | 학생유입=0.018 | 수용여석=0.073 | 외곽성=0.040
대전성모초등학교,초,중구,대흥동,658,36.3224600,127.4193093,1.6,851.9399999999999,658,305.26640213288545,231.67413223555155,6,용두동3(4_조합설립); 대사동3(9_미정); 대사동4(9_미정); 대흥동1(4_조합설립); 대흥2(1_공사중); 선화1-A(5_초기),0.30188679245283023,0.1940151670424267,0.4076393237319975,0.019821651197005213,0.5366517355288969,0.2484,57,임박도=0.101 | 학생유입=0.054 | 수용여석=0.091 | 외곽성=0.003
대전가양중학교,중,동구,가양2동,391,36.3508171,127.4486567,1.95,738.9599999999999,391,1758.5848834182477,170.28645533687964,8,자양동2(4_조합설립); 가양동3(6_입안); 가양동8(6_입안); 송촌동1(6_입안); 비래동1(6_입안); 비래동3(6_입안); 가양동5(3_사업시행); 가양동7(1_공사중),0.3679245283018868,0.1682858509257361,0.24045084533500313,0.13915279816807238,0.6594270893262407,0.246,58,임박도=0.123 | 학생유입=0.047 | 수용여석=0.053 | 외곽성=0.023
대전용산초등학교,초,유성구,관평동,1126,36.4201335,127.3950763,0.0,0.0,1126,6621.161804214207,3165.6551715969513,0,,0.0,0.0,0.7006887914840325,0.5384162002824003,0.0,0.2454,59,임박도=0.000 | 학생유입=0.000 | 수용여석=0.156 | 외곽성=0.090
대전중학교,중,중구,대흥동,299,36.3209574,127.4254236,2.6,476.32000000000005,299,803.1620929393865,775.0736451710919,8,대사동1(3_사업시행); 대사동3(9_미정); 대사동4(9_미정); 대흥동1(4_조합설립); 대흥2(1_공사중); 부사동4(3_사업시행); 선화1-A(5_초기); 문창동2(4_조합설립),0.4905660377358491,0.10847395868916673,0.1828428303068253,0.06070358080911852,0.0,0.2444,60,임박도=0.164 | 학생유입=0.030 | 수용여석=0.041 | 외곽성=0.010
대전새여울초등학교,초,대덕구,석봉동,881,36.4517219,127.4224192,0.25,338.03999999999996,881,6295.474131547675,5284.996797658199,2,덕암동1(5_초기); 신탄진동1(6_입안),0.04716981132075472,0.07698298831727812,0.5472761427676894,0.5116741722726404,0.0,0.244,61,임박도=0.016 | 학생유입=0.021 | 수용여석=0.122 | 외곽성=0.085
대전봉산중학교,중,서구,변동,137,36.3304754,127.3735491,2.2,1010.2399999999999,137,1193.7927191876652,1933.2397482042759,7,도마·변동1(1_공사중); 도마·변동4(3_사업시행); 변동A(4_조합설립); 내동1(5_초기); 내동2(4_조합설립); 변동B(6_입안); 도마동1(6_입안),0.4150943396226416,0.23006535947712414,0.08140262993112085,0.09277803749049647,0.0,0.2358,62,임박도=0.138 | 학생유입=0.064 | 수용여석=0.018 | 외곽성=0.015
대전대화초등학교,초,대덕구,대화동,109,36.3625262,127.4112898,1.7000000000000002,986.22,109,3685.8011782508993,495.17078312088114,5,대화동1(2_관리처분); 대화동2(3_사업시행); 대화동3(5_초기); 대화동4(4_조합설립); 소라(9_미정),0.3207547169811321,0.2245952039352326,0.06386975579211021,0.2973954228130928,0.009658433758237717,0.2331,63,임박도=0.107 | 학생유입=0.062 | 수용여석=0.014 | 외곽성=0.050
대전가오초등학교,초,동구,효동,456,36.3109093,127.4584142,1.7,389.88,456,2776.8355784135642,2225.366730812279,3,판암2(5_초기); 가오동1(3_사업시행); 가오동2(1_공사중),0.32075471698113206,0.08878868620618978,0.28115216030056356,0.22276077873294545,0.0,0.2312,64,임박도=0.107 | 학생유입=0.025 | 수용여석=0.062 | 외곽성=0.037
대전탄방초등학교,초,서구,탄방동,602,36.3456534,127.3911856,1.05,777.24,602,2357.1942582448924,1182.8504972940648,2,용문동4(6_입안); 용문동1·2·3(1_공사중),0.19811320754716982,0.17700348432055749,0.3725735754539762,0.1883042706123776,0.0,0.2294,65,임박도=0.066 | 학생유입=0.049 | 수용여석=0.083 | 외곽성=0.031
대전화정초등학교,초,대덕구,오정동,152,36.3573291,127.4118971,1.5,833.04,152,4241.259316257703,161.6209929560126,4,대화동1(2_관리처분); 대화동2(3_사업시행); 대화동3(5_초기); 소라(9_미정),0.2830188679245283,0.18971100635376098,0.09079524107701942,0.3430037719508138,0.6767580140879748,0.2244,66,임박도=0.094 | 학생유입=0.053 | 수용여석=0.020 | 외곽성=0.057
대전대문중학교,중,중구,문화2동,78,36.3079485,127.4007655,2.05,817.28,78,2443.5006068073403,1049.9594795791215,9,문화동5(9_미정); 문화동7(9_미정); 문화동8(1_공사중); 산성동1(4_조합설립); 산성동2(3_사업시행); 유천동3(4_조합설립); 유천동2(6_입안); 문화동10(6_입안); 유천동2(중복)(6_입안),0.38679245283018865,0.1861219284461752,0.044458359423919847,0.19539083539323196,0.0,0.2231,67,임박도=0.129 | 학생유입=0.052 | 수용여석=0.010 | 외곽성=0.033
충남중학교,중,동구,신인동,792,36.3245875,127.4440635,1.1,436.88,792,1271.9358782929164,834.6382213622719,4,대동4·8(3_사업시행); 신안1(5_초기); 판암6(5_초기); 신흥동5(5_초기),0.2075471698113208,0.09949215458541139,0.4915466499686913,0.09919432746688552,0.0,0.2226,68,임박도=0.069 | 학생유입=0.028 | 수용여석=0.109 | 외곽성=0.017
대전문화여자중학교,중,중구,문화1동,146,36.3129522,127.4101816,2.45,447.36000000000007,146,1509.4240967380035,350.8568482996343,9,대사동3(9_미정); 문화동5(9_미정); 문화동7(9_미정); 문화동8(1_공사중); 문화2(1_공사중); 유천동1(5_초기); 문화동10(6_입안); 문화동2(9_미정); 문화동6(5_초기),0.4622641509433963,0.10187880030060806,0.08703819661865998,0.1186943488758908,0.29828630340073137,0.2215,69,임박도=0.154 | 학생유입=0.028 | 수용여석=0.019 | 외곽성=0.020
대전중리초등학교,초,대덕구,법1동,360,36.3675607,127.4272541,1.5,571.86,360,3112.38161605281,780.6714631447004,4,대화동1(2_관리처분); 대화동4(4_조합설립); 법동2(3_사업시행); 중리주공2(9_미정),0.2830188679245283,0.13023160483705676,0.22103944896681277,0.25031227143650925,0.0,0.2214,70,임박도=0.094 | 학생유입=0.036 | 수용여석=0.049 | 외곽성=0.042
대전문정중학교,중,서구,둔산3동,1215,36.3549761,127.4008621,0.0,0.0,1215,3616.865493301951,139.6120593570423,0,,0.0,0.0,0.7564182842830307,0.2917351532588801,0.7207758812859153,0.2167,71,임박도=0.000 | 학생유입=0.000 | 수용여석=0.168 | 외곽성=0.049
대전대화중학교,중,대덕구,오정동,205,36.3615056,127.4144954,1.7000000000000002,438.32,205,3747.920198979142,526.0807681629565,5,대화동1(2_관리처분); 대화동2(3_사업시행); 대화동3(5_초기); 대화동4(4_조합설립); 소라(9_미정),0.3207547169811321,0.09982009063788116,0.12398246712586099,0.30249597997773064,0.0,0.2126,72,임박도=0.107 | 학생유입=0.028 | 수용여석=0.028 | 외곽성=0.050
대전전민초등학교,초,유성구,전민동,985,36.3985633,127.4069267,0.0,0.0,985,5632.748155556814,1673.3777079201498,0,,0.0,0.0,0.6123982467125861,0.4572581224797795,0.0,0.2123,73,임박도=0.000 | 학생유입=0.000 | 수용여석=0.136 | 외곽성=0.076
대전중앙중학교,중,중구,중촌동,276,36.3381487,127.4151938,1.9000000000000001,556.1600000000001,276,1480.0507371380722,1768.7572955726125,6,삼성1(3_사업시행); 삼성3(5_초기); 삼성5(4_조합설립); 삼성7(5_초기); 선화2(2_관리처분); 중촌시영(9_미정),0.3584905660377359,0.12665619093165723,0.16844082654978085,0.11628251916575505,0.0,0.2115,74,임박도=0.119 | 학생유입=0.035 | 수용여석=0.037 | 외곽성=0.019
대전탄방중학교,중,서구,둔산1동,1217,36.3503830,127.3943685,0.0,0.0,1217,2938.3571310081606,605.7101609514491,0,,0.0,0.0,0.7576706324358171,0.23602322077841761,0.0,0.2077,75,임박도=0.000 | 학생유입=0.000 | 수용여석=0.168 | 외곽성=0.039
대전도솔초등학교,초,서구,도안동,1141,36.3111845,127.3475014,0.0,0.0,1141,3698.4537873305667,90.50208439860303,0,,0.0,0.0,0.7100814026299311,0.29843432128792524,0.818995831202794,0.2075,76,임박도=0.000 | 학생유입=0.000 | 수용여석=0.158 | 외곽성=0.050
대전중원초등학교,초,대덕구,중리동,228,36.3656424,127.4275356,1.5,571.86,228,3325.799683349201,590.0685974863878,4,대화동1(2_관리처분); 대화동4(4_조합설립); 법동2(3_사업시행); 중리주공2(9_미정),0.2830188679245283,0.13023160483705676,0.13838447088290545,0.2678359065397404,0.0,0.2059,77,임박도=0.094 | 학생유입=0.036 | 수용여석=0.031 | 외곽성=0.045
대전삼천중학교,중,서구,둔산2동,1108,36.3585826,127.3940265,0.0,0.0,1108,3812.0711464659803,328.1247395921554,0,,0.0,0.0,0.6894176581089543,0.30776337748313815,0.34375052081568924,0.2045,78,임박도=0.000 | 학생유입=0.000 | 수용여석=0.153 | 외곽성=0.051
대전대성중학교,중,중구,목동,447,36.3325318,127.4074387,1.7000000000000002,301.12,447,1263.5115485057643,1345.8621228350162,6,용두동3(4_조합설립); 용두동2(2_관리처분); 태평동2(4_조합설립); 오류동1(3_사업시행); 오류동삼성(9_미정); 중촌시영(9_미정),0.3207547169811321,0.0685750723053449,0.27551659361302444,0.09850261057970035,0.0,0.2036,79,임박도=0.107 | 학생유입=0.019 | 수용여석=0.061 | 외곽성=0.016
대전대신초등학교,초,중구,대사동,44,36.3156991,127.4208517,2.2,728.28,44,1062.943288955752,365.89898735929813,6,대사동1(3_사업시행); 대사동3(9_미정); 대사동4(9_미정); 대흥동1(4_조합설립); 대흥2(1_공사중); 부사동4(3_사업시행),0.4150943396226416,0.16585365853658535,0.023168440826549782,0.08203406582072528,0.2682020252814037,0.2032,80,임박도=0.138 | 학생유입=0.046 | 수용여석=0.005 | 외곽성=0.014
대전반석초등학교,초,유성구,노은3동,1030,36.3899585,127.3131023,0.0,0.0,1030,4361.568174624568,3647.400041823845,0,,0.0,0.0,0.6405760801502818,0.3528822633101201,0.0,0.2012,81,임박도=0.000 | 학생유입=0.000 | 수용여석=0.142 | 외곽성=0.059
대전관평중학교,중,유성구,관평동,796,36.4245116,127.3876376,0.0,0.0,796,6717.623201869712,3990.22937383368,0,,0.0,0.0,0.4940513462742642,0.5463365903200217,0.0,0.2009,82,임박도=0.000 | 학생유입=0.000 | 수용여석=0.110 | 외곽성=0.091
대전목동초등학교,초,중구,목동,640,36.3345455,127.4082366,1.0,501.29999999999995,640,1374.3737967799398,1562.7239859674537,3,용두동3(4_조합설립); 용두동2(2_관리처분); 중촌시영(9_미정),0.18867924528301888,0.11416273826603811,0.3963681903569192,0.10760544620224616,0.0,0.2006,83,임박도=0.063 | 학생유입=0.032 | 수용여석=0.088 | 외곽성=0.018
대전장대초등학교,초,유성구,온천2동,315,36.3615475,127.3395598,1.2000000000000002,915.66,315,1672.6128892114184,836.0335661117356,3,장대A(5_초기); 장대B(2_관리처분); 장대C(5_초기),0.22641509433962267,0.20852633736421394,0.1928616155291171,0.13209368703159433,0.0,0.1983,84,임박도=0.075 | 학생유입=0.058 | 수용여석=0.043 | 외곽성=0.022
대전원신흥중학교,중,유성구,원신흥동,1010,36.3332893,127.3453455,0.0,0.0,1010,4163.124558325695,147.82175962478144,0,,0.0,0.0,0.628052598622417,0.3365881717899414,0.7043564807504371,0.1957,85,임박도=0.000 | 학생유입=0.000 | 수용여석=0.140 | 외곽성=0.056
대전새미래초등학교,초,유성구,노은3동,948,36.3792934,127.3031653,0.0,0.0,948,4762.457030993168,3835.0195719315952,0,,0.0,0.0,0.5892298058860364,0.3857990173832359,0.0,0.1952,86,임박도=0.000 | 학생유입=0.000 | 수용여석=0.131 | 외곽성=0.064
대전동산초등학교,초,대덕구,오정동,226,36.3505625,127.4214961,0.9500000000000001,590.4,226,4930.905592599031,908.7882920095781,5,삼성5(4_조합설립); 삼성7(5_초기); 오정동1(9_미정); 홍도동3(6_입안); 홍도동2(3_사업시행),0.17924528301886794,0.13445378151260504,0.13713212273011896,0.39963023216574933,0.0,0.1942,87,임박도=0.060 | 학생유입=0.037 | 수용여석=0.030 | 외곽성=0.067
대전은어송중학교,중,동구,산내동,733,36.3004121,127.4609474,0.30000000000000004,326.72,733,3960.3633436784608,3003.121042492755,3,옥계동2(4_조합설립); 옥계동3(6_입안); 옥계동4(6_입안),0.05660377358490567,0.07440504657147412,0.4546023794614903,0.31993956474566726,0.0,0.1939,88,임박도=0.019 | 학생유입=0.021 | 수용여석=0.101 | 외곽성=0.053
동명중학교,중,중구,석교동,119,36.3084918,127.4384320,1.75,444.15999999999997,119,2591.685207548551,1045.6139024209747,5,부사동4(3_사업시행); 부사동5(9_미정); 문창석교1(5_초기); 석교동(6_입안); 가오동2(1_공사중),0.33018867924528306,0.10115005351734188,0.07013149655604257,0.2075581879712153,0.0,0.1883,89,임박도=0.110 | 학생유입=0.028 | 수용여석=0.016 | 외곽성=0.035
대전송촌중학교,중,대덕구,송촌동,739,36.3639866,127.4433377,0.15000000000000002,322.48,739,4026.872256301523,1087.6805771942352,3,송촌동1(6_입안); 비래동2(6_입안); 비래동3(6_입안),0.028301886792452834,0.07343945708364646,0.45835942391984974,0.32540057341603734,0.0,0.1859,90,임박도=0.009 | 학생유입=0.020 | 수용여석=0.102 | 외곽성=0.054
대전선유초등학교,초,서구,관저2동,835,36.2949457,127.3412350,0.0,0.0,835,5152.649488132149,589.5087323763639,0,,0.0,0.0,0.5184721352536005,0.4178374962503542,0.0,0.1849,91,임박도=0.000 | 학생유입=0.000 | 수용여석=0.115 | 외곽성=0.070
대전둔곡초등학교,초,유성구,구즉동,428,36.4534382,127.3646634,0.0,0.0,428,9295.635767040461,7649.421222738185,0,,0.0,0.0,0.2636192861615529,0.7580157234688439,0.0,0.1849,91,임박도=0.000 | 학생유입=0.000 | 수용여석=0.059 | 외곽성=0.126
대전동화초등학교,초,유성구,관평동,688,36.4226468,127.3895368,0.0,0.0,688,6610.138619674485,3733.413150293665,0,,0.0,0.0,0.4264245460237946,0.5375110929220126,0.0,0.1844,93,임박도=0.000 | 학생유입=0.000 | 수용여석=0.095 | 외곽성=0.090
대전송촌초등학교,초,대덕구,송촌동,531,36.3648913,127.4440778,0.15000000000000002,725.5799999999999,531,3977.1357234045176,1180.2959583880615,3,송촌동1(6_입안); 비래동2(6_입안); 비래동3(6_입안),0.028301886792452834,0.16523877843820453,0.32811521603005633,0.32131673522544707,0.0,0.1818,94,임박도=0.009 | 학생유입=0.046 | 수용여석=0.073 | 외곽성=0.054
대전동화중학교,중,유성구,관평동,660,36.4226468,127.3895368,0.0,0.0,660,6610.138619674485,3733.413150293665,0,,0.0,0.0,0.408891671884784,0.5375110929220126,0.0,0.1805,95,임박도=0.000 | 학생유입=0.000 | 수용여석=0.091 | 외곽성=0.090
대전신계초등학교,초,서구,복수동,617,36.3019821,127.3778077,0.8,160.2,617,2633.5310772230514,728.28061640216,1,복수동2(2_관리처분),0.15094339622641512,0.03648288583726173,0.38196618659987475,0.21099412833016784,0.0,0.1805,95,임박도=0.050 | 학생유입=0.010 | 수용여석=0.085 | 외곽성=0.035
대전외삼중학교,중,유성구,노은3동,827,36.3940423,127.3101903,0.0,0.0,827,4823.336385980414,4145.674763110464,0,,0.0,0.0,0.5134627426424546,0.3907977863048708,0.0,0.1792,97,임박도=0.000 | 학생유입=0.000 | 수용여석=0.114 | 외곽성=0.065
대전도안중학교,중,서구,도안동,941,36.3181204,127.3451717,0.0,0.0,941,3655.5415192295227,391.831566035125,0,,0.0,0.0,0.5848465873512837,0.2949108195657848,0.21633686792975004,0.1791,98,임박도=0.000 | 학생유입=0.000 | 수용여석=0.130 | 외곽성=0.049
대전신일중학교,중,중구,부사동,300,36.3091404,127.4345299,1.25,454.40000000000003,300,2301.3769111240117,928.2106654492953,5,대사동1(3_사업시행); 부사동4(3_사업시행); 부사동5(9_미정); 문창석교1(5_초기); 석교동(6_입안),0.2358490566037736,0.10348204322379358,0.18346900438321853,0.18372114025341738,0.0,0.1787,99,임박도=0.079 | 학생유입=0.029 | 수용여석=0.041 | 외곽성=0.031
호수돈여자중학교,중,중구,은행선화동,324,36.3265502,127.4134650,1.7000000000000002,355.28,324,441.87019468677977,560.1678822463584,6,용두동3(4_조합설립); 선화1-A(5_초기); 선화2(2_관리처분); 오류동1(3_사업시행); 문화동2(9_미정); 오류동삼성(9_미정),0.3207547169811321,0.08090911161212451,0.19849718221665624,0.031038110256712978,0.0,0.1787,99,임박도=0.107 | 학생유입=0.022 | 수용여석=0.044 | 외곽성=0.005
