학교급,설립,구,학교명,주소,구분,학생수합계,lon,lat,동,최근접_사업,최근접_거리m,영향권,_원_도심거리m,_원_학생수,_원_학교밀도,적격성_도심거리,적격성_학교규모,적격성_학교밀도,적격성점수,전체순위,적격성순위,현행운영여부,미운영순위,slope_300m_mean
초,공립,서구,대전내동초등학교,대전광역시 서구 동서대로1063번길 13(내동.내동초등학교),본교,705,127.3792468,36.3311179,내동,변동A,362.9111311560592,1km 이내,2190.128061317703,705.0,14,0.1328810566045575,0.5629304946775204,0.3,0.3025,223,223,,208.0,2.316295623779297
초,공립,서구,대전느리울초등학교,대전광역시 서구 관저로 196(관저동. 대전느리울초등학교),본교,591,127.3439214,36.2985384,관저2동,정림동1,2396.85073582542,1.5km 초과,6808.626054427571,591.0,9,0.4545678275640781,0.6343143393863494,0.55,0.5382,137,137,,124.0,5.5866289138793945
초,공립,서구,대전도마초등학교,대전광역시 서구 배재로172번길 23(도마동.도마초등학교),본교,451,127.3719168,36.3242933,도마1동,도마동1,114.45341600266912,1km 이내,3108.1750037355587,451.0,10,0.1968246930283994,0.7219787100814026,0.5,0.4534,182,182,,167.0,5.509891986846924
초,공립,서구,대전도솔초등학교,대전광역시 서구 원도안로 80. 대전도솔초등학교 (도안동),본교,1141,127.3475014,36.3111845,도안동,정림동1,1885.563696176688,1.5km 초과,5472.427089217033,1141.0,9,0.3614991435201993,0.2899185973700688,0.55,0.4414,190,190,,175.0,5.476590156555176
초,공립,서구,대전도안초등학교,대전광역시 서구 원도안로 200(도안동. 도안초등학교),본교,934,127.344685,36.3217137,도안동,도마동1,2434.964145451308,1.5km 초과,4784.557709174817,934.0,5,0.3135877922458622,0.4195366311834689,0.75,0.553,122,122,,109.0,4.77357816696167
초,공립,서구,대전둔산초등학교,대전광역시 서구 둔산로74번길 20(둔산동.둔산초등학교),본교,407,127.3814036,36.3499471,둔산2동,내동2,1770.502485039349,1.5km 초과,282.3377862625501,407.0,15,0.0,0.7495303694427051,0.25,0.2749,230,230,,215.0,1.558323621749878
초,공립,서구,대전둔원초등학교,대전광역시 서구 대덕대로 112-10(갈마동),본교,540,127.3742794,36.3436193,,내동2,1067.6118747674386,1~1.5km,1186.0756591956524,540.0,9,0.0629469837534601,0.6662492172824045,0.55,0.4271,197,197,,182.0,5.136187076568604
초,공립,서구,대전둔천초등학교,대전광역시 서구 만년로 3. 대전둔천초등학교 (만년동),본교,194,127.3740023,36.3684922,만년동,도룡동2,1581.9105215337809,1.5km 초과,2216.828221098005,194.0,9,0.1347407712123461,0.8829054477144647,0.55,0.492,168,168,,154.0,2.049538373947144
초,공립,서구,대전만년초등학교,대전광역시 서구 만년남로 14(만년동. 만년초등학교),본교,159,127.3773117,36.3671306,만년동,도룡동2,1720.6831695652654,1.5km 초과,1964.649295120244,159.0,9,0.1171760511403986,0.904821540388228,0.55,0.4911,170,170,,155.0,1.4581283330917358
초,공립,서구,대전문정초등학교,대전광역시 서구 문정로 180. 문정초등학교 (둔산동),본교,460,127.3958379,36.3505437,둔산3동,용문동4,1042.977080898721,1~1.5km,1017.443535502736,460.0,13,0.051201450155362,0.7163431433938635,0.35,0.3336,219,219,,204.0,1.947413802146912
초,공립,서구,대전백운초등학교,대전광역시 서구 계룡로576번길 56(괴정동. 대전백운초등학교),본교,664,127.3850093,36.3405387,괴정동,내동2,972.6436410155972,1km 이내,1094.78130597151,664.0,14,0.0565881662895735,0.588603631809643,0.3,0.2847,228,228,,213.0,3.4532389640808105
초,공립,서구,대전변동초등학교,대전광역시 서구 유등로 373(변동) 대전변동초등학교,본교,152,127.3857104,36.3250319,변동,도마·변동2,190.6917781986028,1km 이내,2815.951668574172,152.0,15,0.1764708071487629,0.9092047589229806,0.25,0.3598,215,215,,200.0,1.95647394657135
초,공립,서구,대전복수초등학교,대전광역시 서구 복수중로34번길 29(복수동.대전복수초등학교),본교,702,127.3768451,36.3082137,복수동,복수동2,222.2851796090205,1km 이내,4729.5097914159,702.0,11,0.3097536048242525,0.5648090169067,0.4499999999999999,0.4309,195,195,,180.0,6.699957847595215
초,공립,서구,대전봉산초등학교,대전광역시 서구 신갈마로141번길 45. 대전봉산초등학교 (갈마동),본교,368,127.3659116,36.3451704,갈마1동,내동2,1582.3365340158873,1.5km 초과,1765.933994834693,368.0,9,0.1033351696710387,0.7739511584220413,0.55,0.4608,178,178,,163.0,8.862167358398438
초,공립,서구,대전삼천초등학교,대전광역시 서구 둔산북로 232-33. 대전삼천초등학교 (둔산동),본교,631,127.4012153,36.3539594,둔산3동,용문동4,1350.7992429901196,1~1.5km,1550.8813856528395,631.0,13,0.0883563649736379,0.6092673763306199,0.35,0.3234,220,220,,205.0,2.043902635574341
초,공립,서구,대전샘머리초등학교,대전광역시 서구 유등로 879(둔산동),본교,700,127.3933215,36.3632745,둔산2동,대화동2,1692.0101597072876,1.5km 초과,1632.7166960555346,700.0,13,0.0940563429303647,0.5660613650594866,0.35,0.3164,221,221,,206.0,1.779557704925537
초,공립,서구,대전서부초등학교,대전광역시 서구 동서대로 968(변동),본교,404,127.3690371,36.3333627,변동,내동1,443.4359443221561,1km 이내,2344.5159571569343,404.0,7,0.1436344538696098,0.7514088916718848,0.65,0.5184,151,151,,138.0,7.07689905166626
초,공립,서구,대전서원초등학교,대전광역시 서구 문정로 279(둔산동. 서원초등학교),본교,585,127.3943323,36.3593773,둔산2동,대화동2,1694.3942673058746,1.5km 초과,1330.3382168460212,585.0,11,0.0729951328292293,0.6380713838447089,0.4499999999999999,0.3745,210,210,,195.0,1.2471095323562622
초,공립,서구,대전선암초등학교,대전광역시 서구 관저중로 61(관저동),본교,401,127.3340098,36.2975283,관저2동,정림동1,3261.4859238182817,1.5km 초과,7411.559556631451,401.0,10,0.496563240730141,0.7532874139010645,0.5,0.5496,128,128,,115.0,2.2979776859283447
초,공립,서구,대전선유초등학교,대전광역시 서구 관저남로 60(관저동),본교,835,127.341235,36.2949457,관저2동,정림동1,2796.83446806398,1.5km 초과,7274.358262752018,835.0,9,0.487006921497051,0.4815278647463995,0.55,0.5174,152,152,,139.0,3.4359030723571777
초,공립,서구,대전성룡초등학교,대전광역시 서구 갈마역로 125(월평동. 성룡초등학교),본교,854,127.3735199,36.3619376,월평3동,도룡동2,2308.832757820034,1.5km 초과,1615.0259634931515,854.0,11,0.0928241512865897,0.469630557294928,0.4499999999999999,0.3468,217,217,,202.0,1.0704301595687866
초,공립,서구,대전성천초등학교,대전광역시 서구 갈마역로 139(월평동. 성천초등학교),본교,29,127.3734766,36.3631631,월평2동,도룡동2,2174.247030141954,1.5km 초과,1726.9538305310448,29.0,10,0.100620130451574,0.9862241703193488,0.5,0.4774,173,173,,158.0,1.1791690587997437
초,공립,서구,대전수미초등학교,대전광역시 서구 괴곡길 42(괴곡동. 대전수미초등학교),본교,61,127.3615389,36.2953352,정림동,정림동1,1496.63262084268,1~1.5km,6446.175134489114,61.0,6,0.4293224628935176,0.9661865998747652,0.7,0.672,59,59,,46.0,9.18556022644043
초,공립,서구,대전신계초등학교,대전광역시 서구 복수동로 26(복수동. 신계초등학교),본교,617,127.3778077,36.3019821,복수동,복수동2,916.5821230700714,1km 이내,5404.039972570248,617.0,8,0.3567358566762608,0.6180338134001253,0.6,0.5306,143,143,,130.0,4.559946537017822
초,공립,서구,대전원앙초등학교,대전광역시 서구 관저북로 97. 대전원앙초등학교 (관저동),본교,224,127.3378,36.3114556,관저1동,정림동1,2748.51168062567,1.5km 초과,6018.916047524514,224.0,12,0.3995630917183432,0.8641202254226675,0.4,0.4927,166,166,,152.0,6.691141605377197
초,공립,서구,대전월평초등학교,대전광역시 서구 월평서로 22(월평동.월평초등학교),본교,110,127.358104,36.3557995,월평1동,장대C,1911.191623433192,1.5km 초과,2442.9171680194754,110.0,10,0.1504882768718285,0.9355040701314964,0.5,0.4822,172,172,,157.0,1.376761555671692
초,공립,서구,대전유천초등학교,대전광역시 서구 제비네6길 69(도마동),본교,485,127.3754395,36.3141096,도마2동,도마·변동12,143.41758597863358,1km 이내,4106.677671876554,485.0,12,0.2663722168311453,0.7006887914840325,0.4,0.42,201,201,,186.0,3.7988440990448
초,공립,서구,대전정림초등학교,대전광역시 서구 정림로 32(정림동)대전정림초등학교,본교,444,127.3665373,36.3036623,정림동,정림동1,473.740767044916,1km 이내,5429.093817204686,444.0,8,0.3584809024449496,0.7263619286161553,0.6,0.5528,123,123,,110.0,2.7691426277160645
초,공립,서구,대전탄방초등학교,대전광역시 서구 탄방로 15(탄방동. 대전탄방초등학교),본교,602,127.3911856,36.3456534,탄방동,용문동1·2·3,860.3533159904994,1km 이내,798.1729440826726,602.0,16,0.0359288553365411,0.6274264245460238,0.1999999999999999,0.2363,237,237,,222.0,2.5706946849823
초,공립,서구,대전탄방초등학교용문분교장,대전광역시 서구 도솔로 500,분교장,493,127.3975163,36.3409359,용문동,용문동1·2·3,104.84408536631156,1km 이내,1570.417904949515,493.0,15,0.0897171190148244,0.6956793988728867,0.25,0.2911,226,226,,211.0,2.6709115505218506
초,공립,서구,대전호수초등학교,대전광역시 서구 도안동로 182-20(도안동),본교,897,127.3502082,36.3204731,도안동,도마·변동13,1932.7730833420048,1.5km 초과,4526.616002676011,897.0,7,0.2956216840472274,0.4427050720100187,0.65,0.5022,160,160,,146.0,1.634430170059204
초,공립,서구,한밭초등학교,대전광역시 서구 문정로 221(둔산동),본교,1604,127.3941584,36.3545007,둔산1동,용문동4,1506.6489797668278,1.5km 초과,978.7176828899796,1604.0,11,0.048504124206918,0.0,0.4499999999999999,0.2396,236,236,,221.0,1.5431984663009644
초,사립,서구,대전삼육초등학교,대전광역시 서구 도림1길 15. 대전삼육초등학교 (도마동),본교,511,127.3727877,36.3115181,도마2동,도마·변동12,256.30496783049057,1km 이내,4439.071182449396,511.0,10,0.2895240283645909,0.6844082654978083,0.5,0.4737,176,176,,161.0,6.080471515655518
초,공립,유성구,구즉초등학교,대전광역시 유성구 구룡달전로 34(봉산동),본교,418,127.3822122,36.4407059,구즉동,덕암동1,3536.565194868779,1.5km 초과,10019.021992834558,418.0,3,0.6781777337431877,0.7426424546023795,0.85,0.777,26,26,Y,,8.515974998474121
초,공립,유성구,금성초등학교,대전광역시 유성구 신성로72번길 5(신성동. 금성초등학교),본교,338,127.3500818,36.3893002,신성동,도룡동2,2471.3047868108856,1.5km 초과,5305.725704573552,338.0,1,0.349888089402509,0.7927363807138385,0.95,0.7385,35,35,,24.0,3.7172908782958975
초,공립,유성구,남선초등학교,대전광역시 유성구 계백로93번길 277-29(송정동. 남선초등학교),본교,44,127.2646541,36.2873073,진잠동,정림동1,9558.46248761252,1.5km 초과,12833.80877016533,44.0,0,0.8742327435515574,0.9768315591734502,1.0,0.9576,3,3,Y,,12.314973831176758
초,공립,유성구,대덕초등학교,대전광역시 유성구 대덕대로556번길 102(도룡동),본교,641,127.3817273,36.3850882,신성동,도룡동2,552.7132746672427,1km 이내,3855.7017373794097,641.0,3,0.2488912873000768,0.6030056355666875,0.85,0.6203,84,84,,71.0,13.912479400634766
초,공립,유성구,대덕초등학교도룡분교장,대전광역시 유성구 엑스포로97번길 100(도룡동),분교장,60,127.3913403,36.3787207,신성동,도룡동2,1410.7616985229283,1~1.5km,3200.7507865754915,60.0,4,0.2032727643916989,0.9668127739511584,0.8,0.6543,70,70,,57.0,13.375835418701172
초,공립,유성구,대전계산초등학교,대전광역시 유성구 학하서로 74(계산동),본교,708,127.2993032,36.3438972,학하동,장대A,3449.307479769773,1.5km 초과,7678.762542641024,708.0,2,0.5151744138622707,0.5610519724483407,0.9,0.7168,39,39,Y,,6.706846237182617
초,공립,유성구,대전관평초등학교,대전광역시 유성구 테크노4로 132(관평동),본교,414,127.3876376,36.4245116,관평동,덕암동1,3887.8544108313695,1.5km 초과,8225.418322442683,414.0,6,0.5532499814803795,0.7451471509079524,0.7,0.665,64,64,,51.0,1.5749648809432983
초,공립,유성구,대전교촌초등학교,대전광역시 유성구 진잠로149번길 42(교촌동.대전교촌초등학교),본교,279,127.3167901,36.306002,진잠동,정림동1,4607.969242594512,1.5km 초과,7822.034851438017,279.0,6,0.5251535903074218,0.8296806512210395,0.7,0.6735,58,58,,45.0,3.689442873001098
초,공립,유성구,대전노은초등학교,대전광역시 유성구 노은동로99번길 35. 대전노은초등학교 (노은동.노은초등학교),본교,686,127.3212215,36.368934,노은1동,장대A,1437.3980280005842,1~1.5km,6037.910096274051,686.0,8,0.4008860617009656,0.5748278021289919,0.6,0.5352,140,140,,127.0,1.407307267189026
초,공립,유성구,대전대정초등학교,대전광역시 유성구 대정로28번길 55   대전대정초등학교(대정동),본교,260,127.3232795,36.3152767,진잠동,정림동1,4106.834986956222,1.5km 초과,6735.463500620907,260.0,6,0.4494719228512625,0.841577958672511,0.7,0.6532,71,71,,58.0,3.751725673675537
초,공립,유성구,대전동화초등학교,대전광역시 유성구 관평2로 43(관평동. 대전동화초등학교),본교,688,127.3895368,36.4226468,관평동,신대주공,3842.467419944969,1.5km 초과,8026.476653542327,688.0,5,0.5393933330259841,0.5735754539762055,0.75,0.6515,72,72,,59.0,1.5981181859970093
초,공립,유성구,대전두리초등학교,대전광역시 유성구 와룡로 37(송강동) 대전두리초등학교,본교,491,127.3820834,36.428809,구즉동,덕암동1,4022.162041198942,1.5km 초과,8699.983157708084,491.0,6,0.5863042839170618,0.6969317470256731,0.7,0.6653,63,63,,50.0,7.353936195373535
초,공립,유성구,대전둔곡초등학교,대전광역시 유성구 과학인재4길 10(둔곡동),본교,428,127.3646634,36.4534382,구즉동,덕암동1,5089.064042468478,1.5km 초과,11566.810431900603,428.0,0,0.785984008821023,0.736380713838447,1.0,0.8831,9,9,,3.0,9.12816047668457
초,공립,유성구,대전반석초등학교,대전광역시 유성구 반석동로 30(반석동.대전반석초등학교),본교,1030,127.3131023,36.3899585,노은3동,장대A,3780.192425923206,1.5km 초과,7763.631740853012,1030.0,6,0.5210857076135006,0.3594239198497182,0.7,0.5782,105,105,,92.0,2.1711618900299072
초,공립,유성구,대전배울초등학교,대전광역시 유성구 배울2로 8(관평동. 대전배울초등학교),본교,568,127.3841009,36.4218889,관평동,신대주공,4170.55361000187,1.5km 초과,7929.767938416185,568.0,5,0.5326573954248454,0.6487163431433939,0.75,0.6645,66,66,,53.0,4.620335578918457
초,공립,유성구,대전복용초등학교,대전광역시 유성구 상대복용로65번길 36(복용동),본교,802,127.3276981,36.3350119,상대동,장대B,2622.515518204749,1.5km 초과,5375.382029268159,802.0,6,0.3547397788914608,0.5021916092673764,0.7,0.5569,116,116,,103.0,1.9595340490341189
초,공립,유성구,대전봉명초등학교,대전광역시 유성구 계룡로132번길 62(봉명동),본교,684,127.3434709,36.3496096,원신흥동,장대C,1098.31766420204,1~1.5km,3682.4967760006166,684.0,10,0.2368272472543227,0.5760801502817783,0.5,0.4363,192,192,,177.0,1.250877022743225
초,공립,유성구,대전상대초등학교,대전광역시 유성구 월드컵대로 322(상대동. 상대초등학교),본교,634,127.3365151,36.3474262,상대동,장대B,1141.317787716658,1~1.5km,4318.259316565324,634.0,8,0.2811092625494232,0.6073888541014403,0.6,0.5058,158,158,,144.0,2.5839431285858154
초,공립,유성구,대전상원초등학교,대전광역시 유성구 상대서로 46. 대전상원초등학교 (상대동),본교,746,127.3333047,36.3424244,상대동,장대B,1710.7855817835264,1.5km 초과,4678.262752267066,746.0,6,0.306184155499035,0.5372573575453976,0.7,0.5493,129,129,,116.0,4.4676833152771
초,공립,유성구,대전상지초등학교,대전광역시 유성구 노은동로 165(지족동.대전상지초등학교),본교,466,127.322113,36.3753649,노은1동,장대A,1971.2237407475989,1.5km 초과,6244.502365168628,466.0,9,0.4152755883360411,0.7125860989355041,0.55,0.5421,135,135,,122.0,4.06179141998291
초,공립,유성구,대전새미래초등학교,대전광역시 유성구 지족로 168(지족동. 대전새미래초등학교),본교,948,127.3031653,36.3792934,노은3동,장대A,3409.9462181835897,1.5km 초과,7969.434017589564,948.0,7,0.5354202098603924,0.4107701941139636,0.65,0.5678,110,110,,97.0,8.26464557647705
초,공립,유성구,대전송강초등학교,대전광역시 유성구 송강로42번길 6. 대전송강초등학교 (송강동),본교,289,127.384204,36.4342453,구즉동,덕암동1,3580.365993581299,1.5km 초과,9300.330470118492,289.0,6,0.6281195642683024,0.823418910457107,0.7,0.7031,47,47,,34.0,1.863849401473999
초,공립,유성구,대전송림초등학교,대전광역시 유성구 노은로410번길 123-14(하기동),본교,184,127.3323062,36.3888958,노은2동,장대A,3241.3074228520627,1.5km 초과,6336.778897608197,184.0,5,0.4217028163656107,0.889167188478397,0.75,0.6793,56,56,,43.0,6.71697473526001
초,공립,유성구,대전수정초등학교,대전광역시 유성구 노은서로 62(노은동. 대전수정초등학교),본교,146,127.3134568,36.3661138,노은1동,장대A,1845.986344785092,1.5km 초과,6607.907180059878,146.0,6,0.4405873935220367,0.91296180338134,0.7,0.6648,65,65,,52.0,7.606689453125
초,공립,유성구,대전어은초등학교,대전광역시 유성구 농대로 46(어은동),본교,510,127.3536946,36.3648963,온천2동,장대C,1683.441457867188,1.5km 초과,3197.5413973689474,510.0,11,0.2030492246062219,0.6850344395742016,0.4499999999999999,0.4229,200,200,,185.0,2.994069099426269
초,공립,유성구,대전용산초등학교,대전광역시 유성구 배울2로 101(용산동),본교,1126,127.3950763,36.4201335,관평동,신대주공,3287.6557699142627,1.5km 초과,7792.917839999573,1126.0,5,0.5231255375934015,0.2993112085159675,0.75,0.5918,96,96,,83.0,2.285569190979004
초,공립,유성구,대전원신흥초등학교,대전광역시 유성구 원신흥로55번길 37(원신흥동. 대전원신흥초등학교),본교,243,127.3425185,36.3409794,원신흥동,장대B,1947.7079635531704,1.5km 초과,3909.358644423484,243.0,6,0.2526285882997598,0.852222917971196,0.7,0.5962,94,94,,81.0,1.8223856687545776
초,공립,유성구,대전원신흥초등학교복용분교장,대전광역시 유성구 유성대로 600(상대동),분교장,669,127.3303713,36.346743,상대동,장대B,1313.2408965726847,1~1.5km,4873.85140665279,669.0,8,0.3198072604044666,0.5854727614276769,0.6,0.513,154,154,Y,,4.815344333648682
초,공립,유성구,대전자운초등학교,대전광역시 유성구 자운로97번길 380(신봉동.자운초등학교),본교,357,127.3387617,36.4123998,신성동,도룡동2,4720.382725821635,1.5km 초과,8007.764161602424,357.0,0,0.5380899739863714,0.7808390732623669,1.0,0.8176,19,19,,9.0,4.070468902587891
초,공립,유성구,대전장대초등학교,대전광역시 유성구 문화원로19번길 16(장대동),본교,315,127.3395598,36.3615475,온천2동,장대C,456.3283926644965,1km 이내,4217.415439723759,315.0,9,0.2740853034266524,0.8071383844708829,0.55,0.5187,150,150,,137.0,2.306817054748535
초,공립,유성구,대전전민초등학교,대전광역시 유성구 엑스포로466번길 42(전민동.대전전민초등학교),본교,985,127.4069267,36.3985633,전민동,신대주공,1331.68020872622,1~1.5km,5708.551587101337,985.0,2,0.3779456435256466,0.3876017532874138,0.9,0.6409,77,77,,64.0,1.1795941591262815
초,공립,유성구,대전죽동초등학교,대전광역시 유성구 죽동로 52(죽동) 죽동초등학교,본교,818,127.3356513,36.370421,온천2동,장대A,1226.5430735563446,1~1.5km,4913.057412754529,818.0,7,0.3225380299152259,0.4921728240450845,0.65,0.5202,148,148,,135.0,3.8038082122802734
초,공립,유성구,대전지족초등학교,대전광역시 유성구 노은서로 238(지족동),본교,426,127.3172754,36.3805555,노은2동,장대A,2685.6760220555934,1.5km 초과,6896.2318059508825,426.0,9,0.4606697272221615,0.7376330619912336,0.55,0.5607,113,113,,100.0,5.577076435089111
초,공립,유성구,대전하기초등학교,대전광역시 유성구 송림로19번길 32(하기동)대전하기초등학교,본교,348,127.3215859,36.388574,노은2동,장대A,3349.943809439751,1.5km 초과,7055.588922196813,348.0,6,0.4717692397110813,0.7864746399499061,0.7,0.6488,73,73,,60.0,5.940122127532959
초,공립,유성구,덕송초등학교,대전광역시 유성구 현충원로 265(덕명동),본교,157,127.3019117,36.3611802,학하동,장대A,2743.125889331805,1.5km 초과,7505.787795477517,157.0,3,0.5031264086546079,0.9060738885410144,0.85,0.7572,31,31,,20.0,8.971661567687988
초,공립,유성구,문지초등학교,대전광역시 유성구 전민로 41(문지동),본교,339,127.3994116,36.395831,전민동,신대주공,2045.878410433776,1.5km 초과,5213.781170555941,339.0,2,0.3434839856658335,0.7921102066374452,0.9,0.7115,43,43,,31.0,6.885412216186523
초,공립,유성구,봉암초등학교,대전광역시 유성구 궁동로 21(궁동. 봉암초등학교),본교,37,127.3476616,36.3640974,온천2동,장대C,1172.9254258250726,1~1.5km,3637.61255861409,37.0,7,0.2337009800177326,0.9812147777082028,0.65,0.5914,97,97,,84.0,6.478299617767334
초,공립,유성구,외삼초등학교,대전광역시 유성구 반석동로 63(반석동.외삼초등학교),본교,580,127.3105126,36.3928996,노은3동,장대A,4176.999154965039,1.5km 초과,8140.725443478614,580.0,4,0.5473509686849074,0.6412022542266751,0.8,0.6924,50,50,,37.0,2.574988603591919
초,공립,유성구,유성초등학교,대전광역시 유성구 장대로71번길 12(장대동. 유성초등학교),본교,108,127.3337025,36.3624162,온천2동,장대A,324.8225534501768,1km 이내,4748.475213311463,108.0,10,0.3110745808945183,0.936756418284283,0.5,0.5307,142,142,,129.0,4.037842750549316
초,공립,유성구,진잠초등학교,대전광역시 유성구 진잠로59번길 53. 진잠초등학교 (원내동. 진잠초등학교),본교,287,127.3151578,36.2991072,진잠동,정림동1,4846.383267750176,1.5km 초과,8432.50625981298,287.0,5,0.567674032324767,0.8246712586098935,0.75,0.7102,44,44,Y,,5.0120463371276855
초,공립,유성구,학하초등학교,대전광역시 유성구 진잠옛로 165. 학하초등학교 (학하동),본교,156,127.3122319,36.3343471,학하동,장대A,3343.265548136355,1.5km 초과,6725.105671779975,156.0,2,0.4487504812659328,0.9067000626174077,0.9,0.766,29,29,,18.0,1.753861665725708
초,공립,유성구,흥도초등학교,대전광역시 유성구 원신흥남로 20(원신흥동. 흥도초등학교),본교,772,127.3387326,36.3341902,원신흥동,장대B,2620.4728646494145,1.5km 초과,4483.348916262306,772.0,8,0.2926080529190954,0.5209768315591734,0.6,0.492,168,168,Y,,1.4386719465255735
중,공립,대덕구,대전대화중학교,대전광역시 대덕구 대오길 9(오정동. 대화중학교),본교,205,127.4144954,36.3615056,오정동,소라,185.2602633119459,1km 이내,2959.745256000376,205.0,7,0.1864862915969167,0.876017532874139,0.65,0.5561,117,117,,104.0,8.756675720214844
중,공립,대덕구,대전매봉중학교,대전광역시 대덕구 선비마을로 165(송촌동.대전매봉중학교),본교,656,127.4360113,36.3693507,송촌동,법동2,886.722816843345,1km 이내,5077.006366606007,656.0,4,0.3339573722307047,0.593613024420789,0.8,0.6189,87,87,,74.0,7.964955806732178
중,공립,대덕구,대전법동중학교,대전광역시 대덕구 쌍청당로 55(법동),본교,364,127.4333447,36.3667155,법2동,중리주공2,793.8352597904327,1km 이내,4741.226736163622,364.0,5,0.310569711300217,0.7764558547276142,0.75,0.6235,82,82,,69.0,3.037421464920044
중,공립,대덕구,대전송촌중학교,대전광역시 대덕구 계족산로 110(송촌동),본교,739,127.4433377,36.3639866,송촌동,비래동2,767.4488672873946,1km 이내,5489.795303401708,739.0,5,0.3627088711733749,0.5416405760801503,0.75,0.5921,95,95,,82.0,4.743870735168457
중,공립,대덕구,대전용전중학교,대전광역시 대덕구 한밭대로1146번길 46. 대전용전중학교 (중리동),본교,271,127.4252389,36.356718,중리동,오정동1,714.6268573734366,1km 이내,3721.8185112342335,271.0,7,0.2395660775092451,0.8346900438321854,0.65,0.5638,112,112,,99.0,5.193670272827148
중,공립,대덕구,신탄중앙중학교,대전광역시 대덕구 덕암로 233. 24 (덕암동),본교,265,127.4243139,36.4413849,덕암동,덕암동1,695.6789443909959,1km 이내,10705.153905860072,265.0,1,0.725968067285118,0.8384470882905448,0.95,0.8605,13,13,,4.0,2.712388515472412
